episode,step,t,target_x,target_y,target_z,q1,q2,q3,q4,q5_claw,ee_x,ee_y,ee_z
0,80,0.8,0.001239863654,-0.3064890104,0.3177311151,-0.2861661613,-0.1532058865,0.2092529386,0.2171513587,1.097690415e-06,0.3021860123,-0.08891584724,0.2726311684
0,81,0.81,0.001239863654,-0.3064890104,0.3177311151,-0.2943213582,-0.1573509723,0.2148180604,0.2228034139,1.073890644e-06,0.3017593622,-0.09147081524,0.2734184563
0,82,0.82,0.001239863654,-0.3064890104,0.3177311151,-0.30255723,-0.1615420878,0.2204387039,0.2285101712,1.050074161e-06,0.3013011813,-0.09404825419,0.2742080986
0,83,0.83,0.001239863654,-0.3064890104,0.3177311151,-0.3108721673,-0.1657785177,0.2261139303,0.2342706621,1.026219593e-06,0.3008107841,-0.09664730728,0.2749998569
0,84,0.84,0.001239863654,-0.3064890104,0.3177311151,-0.3192646205,-0.1700595766,0.2318427414,0.2400839329,1.002303975e-06,0.3002876341,-0.09926704317,0.2757932842
0,85,0.85,0.001239863654,-0.3064890104,0.3177311151,-0.3277329206,-0.1743845344,0.2376241684,0.2459489703,9.783004771e-07,0.2997308969,-0.1019065231,0.2765882909
0,86,0.86,0.001239863654,-0.3064890104,0.3177311151,-0.3362755179,-0.1787526757,0.2434572279,0.2518647611,9.541872714e-07,0.2991400063,-0.1045649424,0.2773844302
0,87,0.87,0.001239863654,-0.3064890104,0.3177311151,-0.3448908627,-0.1831632555,0.2493409216,0.2578303218,9.299394037e-07,0.2985145152,-0.1072410047,0.2781814337
0,88,0.88,0.001239863654,-0.3064890104,0.3177311151,-0.3535773158,-0.1876155287,0.255274266,0.2638446093,9.055320902e-07,0.2978536785,-0.1099340171,0.278979063
0,89,0.89,0.001239863654,-0.3064890104,0.3177311151,-0.3623332679,-0.1921087652,0.2612561882,0.2699065804,8.809445831e-07,0.2971571088,-0.1126429141,0.2797768116
0,90,0.9,0.001239863654,-0.3064890104,0.3177311151,-0.3711571991,-0.1966422051,0.2672857344,0.2760152221,8.561561913e-07,0.2964240611,-0.1153666824,0.2805745304
0,91,0.91,0.001239863654,-0.3064890104,0.3177311151,-0.3800474405,-0.2012150586,0.2733618319,0.2821694613,8.311458828e-07,0.2956542373,-0.1181041226,0.2813719213
0,92,0.92,0.001239863654,-0.3064890104,0.3177311151,-0.3890024424,-0.2058265507,0.2794834375,0.2883682549,8.058963203e-07,0.2948470414,-0.1208545938,0.2821686864
0,93,0.93,0.001239863654,-0.3064890104,0.3177311151,-0.3980205953,-0.2104759365,0.285649538,0.2946105897,7.803862445e-07,0.2940020263,-0.1236166358,0.2829645872
0,94,0.94,0.001239863654,-0.3064890104,0.3177311151,-0.4071002901,-0.2151624113,0.2918590307,0.3008953333,7.546032066e-07,0.2931188941,-0.1263892651,0.2837592959
0,95,0.95,0.001239863654,-0.3064890104,0.3177311151,-0.4162398875,-0.2198851705,0.2981109023,0.3072214425,7.285298693e-07,0.2921970785,-0.1291716248,0.2845524251
0,96,0.96,0.001239863654,-0.3064890104,0.3177311151,-0.4254378378,-0.2246434093,0.3044040501,0.3135878444,7.021540114e-07,0.2912363708,-0.1319622993,0.2853438854
0,97,0.97,0.001239863654,-0.3064890104,0.3177311151,-0.4346925318,-0.2294363379,0.3107374012,0.3199934065,6.754626725e-07,0.2902364135,-0.1347603053,0.2861331403
0,98,0.98,0.001239863654,-0.3064890104,0.3177311151,-0.4440023005,-0.234263137,0.317109853,0.3264370561,6.484413007e-07,0.2891967297,-0.1375647932,0.2869201005
0,99,0.99,0.001239863654,-0.3064890104,0.3177311151,-0.4533655345,-0.2391229719,0.3235203624,0.3329177201,6.210816537e-07,0.2881172895,-0.1403744072,0.2877041698
0,100,1,0.001239863654,-0.3064890104,0.3177311151,-0.4627806246,-0.2440150529,0.3299678266,0.3394342363,5.93376285e-07,0.2869977951,-0.1431880146,0.2884852886
0,101,1.01,0.001239863654,-0.3064890104,0.3177311151,-0.472245872,-0.2489385009,0.3364511132,0.345985502,5.653157586e-07,0.2858379781,-0.1460042894,0.2892633677
0,102,1.02,0.001239863654,-0.3064890104,0.3177311151,-0.4817596674,-0.2538925111,0.3429691494,0.3525704145,5.368933103e-07,0.28463763,-0.1488225162,0.2900379598
0,103,1.03,0.001239863654,-0.3064890104,0.3177311151,-0.4913204014,-0.2588762045,0.3495208025,0.3591878116,5.081066092e-07,0.2833967507,-0.1516413689,0.2908084393
0,104,1.04,0.001239863654,-0.3064890104,0.3177311151,-0.5009263754,-0.2638887763,0.3561049104,0.3658366203,4.78948607e-07,0.282115072,-0.1544595957,0.291575104
